$
!
754.002019	3045.48
754.020777	2837.28
754.039536	2670.24
754.058295	2337.75
754.077054	2154.88
754.095814	2164.38
754.114573	2212.67
754.133333	2183.37
754.152094	1980.71
754.170854	1694.13
754.189615	1574.6
754.208375	1794.67
754.227137	1899.17
754.245898	1883.34
754.264659	1907.09
754.283421	1918.96
754.302183	1858.01
754.320946	1917.38
754.339708	2057.5
754.358471	2161.21
754.377234	2127.17
754.395997	1958.55
754.414760	1970.42
754.433524	2119.25
754.452288	2165.17
754.471052	2128.75
754.489816	2011.59
754.508581	1799.42
754.527346	1676.72
754.546111	1675.14
754.564876	1574.6
754.583642	1466.93
754.602408	1452.68
754.621174	1495.43
754.639940	1577.76
754.658706	1687.01
754.677473	1820.01
754.696240	1763.8
754.715007	1526.3
754.733774	1325.23
754.752542	1318.1
754.771310	1471.68
754.790078	1669.59
754.808846	1607.05
754.827615	1441.6
754.846384	1398.85
754.865153	1607.05
754.883922	1799.42
754.902692	2283.91
754.921461	2768.4
754.940231	3279.02
754.959001	3606.76
754.977772	3700.97
754.996543	3446.85
755.015313	3142.85
755.034085	2832.53
755.052856	2659.95
755.071628	2477.08
755.090399	2463.62
755.109171	2492.12
755.127944	2511.12
755.146716	2255.41
755.165489	2051.96
755.184262	1831.88
755.203035	1825.55
755.221809	1917.38
755.240582	2069.38
755.259356	2050.38
755.278131	1945.09
755.296905	1991
755.315680	2268.87
755.334454	2374.16
755.353230	2258.58
755.372005	2146.17
755.390780	2139.04
755.409556	2203.96
755.428332	2212.67
755.447109	1874.63
755.465885	1809.72
755.484662	1782.8
755.503439	1809.72
755.522216	1812.88
755.540993	1880.96
755.559771	1880.17
755.578549	1772.51
755.597327	1695.72
755.616105	1770.93
755.634884	1820.01
755.653663	1691.76
755.672442	1601.51
755.691221	1719.47
755.710001	1855.63
755.728781	1789.92
755.747561	1666.43
755.766341	1608.64
755.785121	1518.39
755.803902	1402.02
755.822683	1381.43
755.841464	1398.85
755.860245	1409.14
755.879027	1731.34
755.897809	2113.71
755.916591	2550.7
755.935373	2838.86
755.954156	2963.15
755.972939	2773.95
755.991722	2434.33
756.010505	2289.46
756.029289	2371
756.048072	2420.87
756.066856	2262.54
756.085640	1958.55
756.104425	1601.51
756.123210	1562.72
756.141994	1755.09
756.160780	1864.34
756.179565	1976.75
756.198351	1895.21
756.217136	1825.55
756.235922	1736.88
756.254709	1620.51
756.273495	1623.68
756.292282	1637.14
756.311069	1671.18
756.329856	1809.72
756.348644	1869.09
756.367431	1801.01
756.386219	1743.22
756.405008	1876.21
756.423796	1990.21
756.442585	1941.13
756.461373	1726.59
756.480163	1592.8
756.498952	1622.09
756.517741	1672.76
756.536531	1623.68
756.555321	1453.47
756.574112	1233.39
756.592902	1322.06
756.611693	1480.39
756.630484	1637.14
756.649275	1671.97
756.668066	1579.35
756.686858	1455.06
756.705650	1451.89
756.724442	1490.68
756.743234	1533.43
756.762027	1431.31
756.780820	1181.94
756.799613	1196.98
756.818406	1222.31
756.837200	1310.98
756.855994	1524.72
756.874788	1630.01
756.893582	1926.88
756.912376	2251.46
756.931171	2652.82
756.949966	2714.57
756.968761	2663.11
756.987556	2515.08
757.006352	2110.54
757.025148	1926.09
757.043944	2013.17
757.062740	2021.88
757.081537	1968.05
757.100334	1975.17
757.119131	2012.38
757.137928	1914.21
757.156726	1762.22
757.175523	1690.97
757.194321	1577.76
757.213119	1526.31
757.231918	1573.8
757.250717	1555.6
757.269515	1518.39
757.288315	1576.18
757.307114	1743.22
757.325914	1753.51
757.344713	1753.51
757.363513	1706.01
757.382314	1666.43
757.401114	1748.76
757.419915	1946.67
757.438716	2013.17
757.457517	1970.42
757.476319	1812.09
757.495120	1618.93
757.513922	1398.85
757.532725	1424.18
757.551527	1617.35
757.570330	1705.22
757.589132	1576.18
757.607936	1470.1
757.626739	1459.81
757.645542	1434.47
757.664346	1335.52
757.683150	1260.31
757.701955	1295.94
757.720759	1353.73
757.739564	1406.77
757.758369	1430.52
757.777174	1443.97
757.795979	1504.93
757.814785	1499.39
757.833591	1439.22
757.852397	1402.02
757.871203	1463.76
757.890010	1714.72
757.908817	2025.04
757.927624	2234.83
757.946431	2206.33
757.965239	2047.21
757.984047	1834.26
758.002855	1641.09
758.021663	1618.93
758.040471	1685.43
758.059280	1702.84
758.078089	1573.01
758.096898	1443.18
758.115707	1422.6
758.134517	1639.51
758.153327	1849.3
758.172137	1825.55
758.190947	1664.84
758.209758	1616.55
758.228569	1495.43
758.247380	1318.1
758.266191	1242.1
758.285003	1509.68
758.303814	1778.84
758.322626	1782.01
758.341438	1635.55
758.360251	1657.72
758.379064	1717.09
758.397876	1722.63
758.416690	1601.51
758.435503	1628.43
758.454317	1785.18
758.473130	1838.22
758.491944	1618.93
758.510759	1449.52
758.529573	1354.52
758.548388	1475.64
758.567203	1508.1
758.586018	1599.93
758.604834	1572.22
758.623649	1427.35
758.642465	1357.68
758.661282	1319.68
758.680098	1331.56
758.698915	1437.64
758.717731	1436.06
758.736549	1455.85
758.755366	1342.64
758.774183	1273.77
758.793001	1238.14
758.811819	1210.44
758.830638	1338.68
758.849456	1531.06
758.868275	1514.43
758.887094	1413.89
